;  ZJX-FLIGHTPLANS.TXT 9 AUG 23

;                     2000 1112
;                     3257 1470
FPX ZJX BWI  TPA 01 0111 1111 1.0 1234567 SWA 0     B38M 532 380 KBWI./.GSO.Q75.TEUFL..BAAMF.DADES0.KTPA
FPX ZJX BWI  TPA 01 0101 1111 1.0 1234567 NKS 0     A320 532 380 KBWI./.GSO.Q75.TEUFL..BAAMF.DADES0.KTPA
FPX ZJX LGA  TPA 01 0101 1111 1.0 1234567 JBU 0     A320 529 340 KLGA./.GSO.Q75.TEUFL..BAAMF.DADES0.KTPA 
FPX ZJX LGA  TPA 01 0011 1111 1.0 1234567 DAL 0     A319 529 340 KLGA./.GSO.Q75.TEUFL..BAAMF.DADES0.KTPA
FPX ZJX LGA  TPA 01 1111 1111 1.0 1234567 SWA 0     B738 529 340 KLGA./.GSO.Q75.TEUFL..BAAMF.DADES0.KTPA
FPX ZJX DCA  TPA 01 0101 1111 1.0 1234567 SWA 0     B737 524 380 KDCA./.GSO.Q75.TEUFL..BAAMF.DADES0.KTPA 
FPX ZJX DCA  TPA 01 0001 1111 1.0 1234567 SWA 0     B738 524 380 KDCA./.GSO.Q75.TEUFL..BAAMF.DADES0.KTPA 
FPX ZJX DCA  TPA 01 0011 1111 1.0 1234567 SWA 0     B38M 524 380 KDCA./.GSO.Q75.TEUFL..BAAMF.DADES0.KTPA 
FPX ZJX DCA  TPA 01 1011 1111 1.0 1234567 AAL 0     A319 524 380 KDCA./.GSO.Q75.TEUFL..BAAMF.DADES0.KTPA 
FPX ZJX DCA  TPA 01 0011 1111 1.0 1234567 AAL 0     A320 524 380 KDCA./.GSO.Q75.TEUFL..BAAMF.DADES0.KTPA
FPX ZJX ORD  TPA 01 0011 1111 1.0 1234567 NKS 0     A20N 535 360 KORD./.MGMRY..ACORI.MAATY0.KTPA  
FPX ZJX ORD  TPA 01 1011 1111 1.0 1234567 UAL 0     B738 535 360 KORD./.MGMRY..ACORI.MAATY0.KTPA  
FPX ZJX ORD  TPA 01 0001 1111 1.0 1234567 SWA 0     B737 535 360 KORD./.MGMRY..ACORI.MAATY0.KTPA  
FPX ZJX ORD  TPA 01 1001 1111 1.0 1234567 SWA 0     B738 535 360 KORD./.MGMRY..ACORI.MAATY0.KTPA  
FPX ZJX ORD  TPA 01 0011 1111 1.0 1234567 SWA 0     B38M 535 360 KORD./.MGMRY..ACORI.MAATY0.KTPA  
FPX ZJX ORD  TPA 01 1011 1111 1.0 1234567 AAL 0     B738 535 360 KORD./.MGMRY..ACORI.MAATY0.KTPA  
FPX ZJX ORD  TPA 01 0111 1111 1.0 1234567 UAL 0     B39M 535 360 KORD./.MGMRY..ACORI.MAATY0.KTPA 
FPX ZJX DEN  TPA 01 0011 1111 1.0 1234567 SWA 0     B737 513 350 KDEN./.STEIT..ACORI.MAATY0.KTPA 
FPX ZJX DEN  TPA 01 1101 1111 1.0 1234567 SWA 0     B738 513 350 KDEN./.STEIT..ACORI.MAATY0.KTPA 
FPX ZJX DEN  TPA 01 1010 1111 1.0 1234567 SWA 0     B38M 513 350 KDEN./.STEIT..ACORI.MAATY0.KTPA 
FPX ZJX DEN  TPA 01 0001 1111 1.0 1234567 UAL 0     B39M 513 350 KDEN./.STEIT..ACORI.MAATY0.KTPA 
FPX ZJX DEN  TPA 01 0111 1111 1.0 1234567 UAL 0     A320 513 350 KDEN./.STEIT..ACORI.MAATY0.KTPA 
FPX ZJX DEN  TPA 01 0001 1111 1.0 1234567 FFT 0     A321 513 350 KDEN./.STEIT..ACORI.MAATY0.KTPA
FPX ZJX BOS  TPA 01 1110 1111 1.0 1234567 JBU 0     A321 539 340 KBOS./.GSO.Q75.TEUFL..BAAMF.DADES0.KTPA 
FPX ZJX BOS  TPA 01 0011 1111 1.0 1234567 DAL 0     B738 539 340 KBOS./.GSO.Q75.TEUFL..BAAMF.DADES0.KTPA 
FPX ZJX BOS  TPA 01 0111 1111 1.0 1234567 JBU 0     A320 539 340 KBOS./.GSO.Q75.TEUFL..BAAMF.DADES0.KTPA 
FPX ZJX BOS  TPA 01 1011 1111 1.0 1234567 JBU 0     BCS3 539 340 KBOS./.GSO.Q75.TEUFL..BAAMF.DADES0.KTPA 
FPX ZJX 

;  TPA DEPARTURES 

FPX ZJX TPA  ATL 01 0001 1111 1.0 1234567 DAL 0     B752 547 340 KTPA.BAYPO0.CAMJO..LAIRI..LARZZ./.KATL 
FPX ZJX TPA  ATL 01 0001 1001 1.0 1234567 NKS 0     A320 547 340 KTPA.BAYPO0.CAMJO..LAIRI..LARZZ./.KATL 
FPX ZJX TPA  ATL 01 0001 0100 1.0 1234567 FFT 0     A20N 547 340 KTPA.BAYPO0.CAMJO..LAIRI..LARZZ./.KATL 
FPX ZJX TPA  ATL 01 0001 0100 1.0 1234567 SWA 0     B738 547 340 KTPA.BAYPO0.CAMJO..LAIRI..LARZZ./.KATL 

; MCO DEPARTURES 

FPX ZJX MCO  CAK 01 0011 1001 1.0 1234567 MXY 0     E190 517 300 KMCO.JEEMY0.PAINN..SHRKS.Q77.WIGVO..IRQ./.KCAK
FPX ZJX MCO  ABQ 01 0011 1001 1.0 1234567 SWA 0     B737 527 380 KMCO.OSPRY0.REMIS.Y280.REDFN.Q105.HRV./.KABQ
FPX ZJX MCO  ABQ 01 0011 1001 1.0 1234567 SWA 0     B738 527 380 KMCO.OSPRY0.REMIS.Y280.REDFN.Q105.HRV./.KABQ
FPX ZJX MCO  ABQ 01 0011 1001 1.0 1234567 SWA 0     B38M 527 380 KMCO.OSPRY0.REMIS.Y280.REDFN.Q105.HRV./.KABQ
FPX ZJX MCO  ALB 01 0011 1001 1.0 1234567 SWA 0     B737 531 350 KMCO.FATHE0.VIYAP.Q87.GEARS..SPA./.KALB
FPX ZJX MCO  ALB 01 0011 1001 1.0 1234567 SWA 0     B738 531 350 KMCO.FATHE0.VIYAP.Q87.GEARS..SPA./.KALB
FPX ZJX MCO  ALB 01 0011 1001 1.0 1234567 SWA 0     B38M 531 350 KMCO.FATHE0.VIYAP.Q87.GEARS..SPA./.KALB
FPX ZJX MCO  ALB 01 0011 1001 1.0 1234567 JBU 0     A20N 531 350 KMCO.FATHE0.VIYAP.Q87.GEARS..SPA./.KALB
FPX ZJX MCO  ALB 01 0011 1001 1.0 1234567 JBU 0     A320 531 370 KMCO.FATHE0.VIYAP.Q87.GEARS..SPA./.KALB
FPX ZJX MCO  ACY 01 0011 1001 1.0 1234567 NKS 0     A319 525 390 KMCO.FATHE0.VIYAP.Q87.JROSS.Q135.CUDLE..RDU./.KACY
FPX ZJX MCO  ACY 01 0011 1001 1.0 1234567 NKS 0     A320 535 350 KMCO.FATHE0.VIYAP.Q87.JROSS.Q135.CUDLE..RDU./.KACY
FPX ZJX MCO  ATL 01 0011 1001 1.0 1234567 DAL 0     B763 532 370 KMCO.JEEMY0.PAINN..SHRKS..LAIRI..LARZZ.JJEDI0./.KATL
FPX ZJX MCO  ATL 01 0011 1001 1.0 1234567 FFT 0     A321 532 370 KMCO.JEEMY0.PAINN..SHRKS..LAIRI..LARZZ.JJEDI0./.KATL
FPX ZJX MCO  ATL 01 0011 1001 1.0 1234567 NKS 0     A320 532 370 KMCO.JEEMY0.PAINN..SHRKS..LAIRI..LARZZ.JJEDI0./.KATL
FPX ZJX MCO  ATL 01 0011 1001 1.0 1234567 SWA 0     B738 532 370 KMCO.JEEMY0.PAINN..SHRKS..LAIRI..LARZZ.JJEDI0./.KATL
FPX ZJX MCO  ATL 01 0011 1001 1.0 1234567 DAL 0     B752 532 370 KMCO.JEEMY0.PAINN..SHRKS..LAIRI..LARZZ.JJEDI0./.KATL
FPX ZJX MCO  AUS 01 0011 1001 1.0 1234567 SWA 0     B38M 521 400 KMCO.OSPRY0.REMIS.Y280.LEV..LCH./.KAUS
FPX ZJX MCO  AUS 01 0011 1001 1.0 1234567 AAL 0     B738 540 380 KMCO.OSPRY0.REMIS.Y280.LEV..LCH./.KAUS
FPX ZJX MCO  AUS 01 0011 1001 1.0 1234567 DAL 0     B738 531 370 KMCO.OSPRY0.REMIS.Y280.LEV..LCH./.KAUS
FPX ZJX MCO  AUS 01 0011 1001 1.0 1234567 NKS 0     A320 531 370 KMCO.OSPRY0.REMIS.Y280.LEV..LCH./.KAUS
FPX ZJX MCO  BWI 01 0011 1001 1.0 1234567 SWA 0     B738 521 390 KMCO.FATHE0.VIYAP.Q87.RAYVO.Q113.AARNN..THHMP./.KBWI
FPX ZJX MCO  BWI 01 0011 1001 1.0 1234567 SWA 0     B737 521 390 KMCO.FATHE0.VIYAP.Q87.RAYVO.Q113.AARNN..THHMP./.KBWI
FPX ZJX MCO  BWI 01 0011 1001 1.0 1234567 FFT 0     A20N 533 310 KMCO.FATHE0.VIYAP.Q87.RAYVO.Q113.AARNN..THHMP./.KBWI
FPX ZJX MCO  BWI 01 0011 1001 1.0 1234567 NKS 0     A320 544 330 KMCO.FATHE0.VIYAP.Q87.RAYVO.Q113.AARNN..THHMP./.KBWI
FPX ZJX MCO  BGM 01 0011 1001 1.0 1234567 VXP 0     B738 535 350 KMCO.FATHE0.VIYAP.Q69.RICCS..PSB..FQM./.KBGM
FPX ZJX MCO  BHM 01 0101 1001 1.0 1234567 SWA 0     B737 522 400 KMCO.RDSOX0.JFRYS..PATOY.Q116.DEEDA..WANDS./.KBHM
FPX ZJX MCO  BHM 01 0101 1001 1.0 1234567 SWA 0     B38M 522 400 KMCO.RDSOX0.JFRYS..PATOY.Q116.DEEDA..WANDS./.KBHM
FPX ZJX MCO  BHM 01 0101 1001 1.0 1234567 SWA 0     B738 522 400 KMCO.RDSOX0.JFRYS..PATOY.Q116.DEEDA..WANDS./.KBHM
FPX ZJX MCO  BOS 01 0101 1001 1.0 1234567 DAL 0     B738 529 370 KMCO.FATHE0.VIYAP.Q87.JROSS..ELLDE..ISO./.KBOS
FPX ZJX MCO  BOS 01 0101 1001 1.0 1234567 FFT 0     A20N 529 370 KMCO.FATHE0.VIYAP.Q87.JROSS..ELLDE..ISO./.KBOS
FPX ZJX MCO  BOS 01 0101 0001 1.0 1234567 NKS 0     A320 529 370 KMCO.FATHE0.VIYAP.Q87.JROSS..ELLDE..ISO./.KBOS
FPX ZJX MCO  BOS 01 0101 0001 1.0 1234567 JBU 0     A320 529 370 KMCO.FATHE0.VIYAP.Q87.JROSS..ELLDE..ISO./.KBOS
FPX ZJX MCO  BOS 01 0101 0001 1.0 1234567 JBU 0     A321 529 370 KMCO.FATHE0.VIYAP.Q87.JROSS..ELLDE..ISO./.KBOS
